Date	SP500	Dividend	Earnings	Consumer Price Index	Real Price	Real Dividend	Real Earnings
01.03.1904	6,48	0,34	0,52	8,37	193,36	10,15	15,52
01.04.1904	6,64	0,34	0,52	8,28	200,41	10,16	15,59
01.05.1904	6,5	0,33	0,51	8,09	200,8	10,3	15,86
01.06.1904	6,51	0,33	0,51	8,09	201,11	10,19	15,75
01.07.1904	6,78	0,33	0,51	8,09	209,45	10,09	15,65
01.08.1904	7,01	0,32	0,5	8,18	214,04	9,87	15,37
01.09.1904	7,32	0,32	0,5	8,28	220,93	9,66	15,09
01.10.1904	7,75	0,32	0,5	8,28	233,91	9,56	14,99
01.11.1904	8,17	0,31	0,49	8,47	241,05	9,24	14,55
01.12.1904	8,25	0,31	0,49	8,47	243,41	9,15	14,46
01.01.1905	8,43	0,31	0,51	8,47	248,72	9,2	14,9
01.02.1905	8,8	0,31	0,52	8,47	259,63	9,24	15,34
01.03.1905	9,05	0,32	0,54	8,37	270,04	9,4	15,96
01.04.1905	8,94	0,32	0,55	8,37	266,76	9,45	16,41
01.05.1905	8,5	0,32	0,56	8,28	256,55	9,61	17,05
01.06.1905	8,6	0,32	0,58	8,28	259,56	9,66	17,51
01.07.1905	8,87	0,32	0,59	8,28	267,71	9,71	17,96
01.08.1905	9,2	0,32	0,61	8,37	274,52	9,65	18,2
01.09.1905	9,23	0,33	0,63	8,28	278,58	9,81	18,86
01.10.1905	9,36	0,33	0,64	8,28	282,5	9,86	19,32
01.11.1905	9,31	0,33	0,66	8,37	277,8	9,8	19,54
01.12.1905	9,54	0,33	0,67	8,47	281,47	9,74	19,77
01.01.1906	9,87	0,34	0,68	8,47	291,2	9,91	19,99
01.02.1906	9,8	0,34	0,69	8,47	289,14	10,08	20,21
01.03.1906	9,56	0,35	0,69	8,47	282,06	10,25	20,43
01.04.1906	9,43	0,35	0,7	8,47	278,22	10,42	20,65
01.05.1906	9,18	0,36	0,71	8,56	267,83	10,48	20,64
01.06.1906	9,3	0,36	0,71	8,56	271,34	10,65	20,86
01.07.1906	9,06	0,37	0,72	8,28	273,45	11,19	21,81
01.08.1906	9,73	0,38	0,73	8,47	287,07	11,11	21,54
01.09.1906	10,03	0,38	0,74	8,56	292,63	11,16	21,52
01.10.1906	9,73	0,39	0,74	8,75	277,71	11,08	21,26
01.11.1906	9,93	0,39	0,75	8,85	280,37	11,13	21,25
01.12.1906	9,84	0,4	0,76	8,94	274,87	11,17	21,23
01.01.1907	9,56	0,4	0,75	8,85	269,92	11,39	21,22
01.02.1907	9,26	0,41	0,74	9,04	255,95	11,24	20,54
01.03.1907	8,35	0,41	0,73	8,94	233,25	11,45	20,53
01.04.1907	8,39	0,41	0,73	8,94	234,37	11,55	20,3
01.05.1907	8,1	0,42	0,72	9,13	221,55	11,4	19,65
01.06.1907	7,84	0,42	0,71	9,23	212,23	11,37	19,22
01.07.1907	8,14	0,42	0,7	9,23	220,35	11,46	19
01.08.1907	7,53	0,43	0,69	9,23	203,84	11,55	18,77
01.09.1907	7,45	0,43	0,69	9,23	201,67	11,64	18,54
01.10.1907	6,64	0,43	0,68	9,32	177,91	11,61	18,13
01.11.1907	6,25	0,44	0,67	8,94	174,59	12,2	18,67
01.12.1907	6,57	0,44	0,66	8,75	187,52	12,56	18,84
01.01.1908	6,85	0,44	0,65	8,66	197,66	12,6	18,85
01.02.1908	6,6	0,43	0,65	8,56	192,56	12,64	18,87
01.03.1908	6,87	0,43	0,64	8,56	200,44	12,55	18,67
01.04.1908	7,24	0,43	0,63	8,66	208,91	12,31	18,27
01.05.1908	7,63	0,42	0,63	8,66	220,16	12,21	18,08
01.06.1908	7,64	0,42	0,62	8,66	220,45	12,12	17,89
01.07.1908	7,92	0,42	0,61	8,75	226,05	11,89	17,5
01.08.1908	8,26	0,41	0,61	8,75	235,75	11,8	17,32
01.09.1908	8,17	0,41	0,6	8,75	233,18	11,7	17,12
01.10.1908	8,27	0,41	0,59	8,85	233,5	11,48	16,75
01.11.1908	8,83	0,4	0,59	8,94	246,66	11,27	16,39
01.12.1908	9,03	0,4	0,58	9,04	249,59	11,06	16,03
01.01.1909	9,06	0,4	0,59	8,94	253,08	11,27	16,62
01.02.1909	8,8	0,41	0,61	9,04	243,23	11,24	16,86
01.03.1909	8,92	0,41	0,63	9,04	246,55	11,33	17,28
01.04.1909	9,32	0,41	0,64	9,23	252,3	11,19	17,33
01.05.1909	9,63	0,42	0,66	9,32	258,03	11,17	17,55
01.06.1909	9,8	0,42	0,67	9,42	259,93	11,14	17,77
01.07.1909	9,94	0,42	0,69	9,42	263,64	11,23	18,17
01.08.1909	10,18	0,43	0,7	9,51	267,31	11,2	18,38
01.09.1909	10,19	0,43	0,71	9,61	264,92	11,18	18,59
01.10.1909	10,23	0,43	0,73	9,8	260,8	11,05	18,61
01.11.1909	10,18	0,44	0,74	9,9	257,03	11,03	18,81
01.12.1909	10,3	0,44	0,76	9,99	257,58	11	19,01
01.01.1910	10,08	0,44	0,76	9,9	254,5	11,17	19,13
01.02.1910	9,72	0,45	0,76	9,9	245,41	11,24	19,06
01.03.1910	9,96	0,45	0,75	10,09	246,73	11,09	18,64
01.04.1910	9,72	0,45	0,75	10,18	238,53	11,04	18,41
01.05.1910	9,56	0,45	0,75	9,99	239,07	11,32	18,69
01.06.1910	9,1	0,46	0,74	9,9	229,76	11,49	18,81
01.07.1910	8,64	0,46	0,74	9,9	218,14	11,55	18,75
01.08.1910	8,85	0,46	0,74	9,8	225,62	11,73	18,87
01.09.1910	8,91	0,46	0,74	9,7	229,37	11,91	18,99
01.10.1910	9,32	0,47	0,73	9,42	247,2	12,33	19,49
01.11.1910	9,31	0,47	0,73	9,23	252,03	12,66	19,83
01.12.1910	9,05	0,47	0,73	9,23	244,99	12,72	19,76
01.01.1911	9,27	0,47	0,72	9,23	250,94	12,72	19,44
01.02.1911	9,43	0,47	0,71	8,94	263,42	13,13	19,74
01.03.1911	9,32	0,47	0,69	9,04	257,61	12,99	19,21
01.04.1911	9,28	0,47	0,68	8,75	264,86	13,41	19,5
01.05.1911	9,48	0,47	0,67	8,75	270,57	13,41	19,17
01.06.1911	9,67	0,47	0,66	8,75	276	13,41	18,84
01.07.1911	9,63	0,47	0,65	8,85	271,9	13,27	18,3
01.08.1911	9,17	0,47	0,64	9,13	250,82	12,86	17,42
01.09.1911	8,67	0,47	0,63	9,23	234,7	12,72	16,92
01.10.1911	8,72	0,47	0,61	9,23	236,05	12,72	16,6
01.11.1911	9,07	0,47	0,6	9,13	248,08	12,86	16,46
01.12.1911	9,11	0,47	0,59	9,04	251,8	12,99	16,31
01.01.1912	9,12	0,47	0,6	9,13	249,45	12,88	16,39
01.02.1912	9,04	0,47	0,61	9,23	244,72	12,77	16,47
01.03.1912	9,3	0,47	0,62	9,42	246,67	12,53	16,38
01.04.1912	9,59	0,47	0,63	9,7	246,88	12,18	16,13
01.05.1912	9,58	0,47	0,64	9,7	246,62	12,21	16,37
01.06.1912	9,58	0,47	0,65	9,61	249,06	12,35	16,77
01.07.1912	9,59	0,48	0,65	9,61	249,32	12,37	17,01
01.08.1912	9,81	0,48	0,66	9,7	252,54	12,27	17,08
01.09.1912	9,86	0,48	0,67	9,8	251,37	12,17	17,14
01.10.1912	9,84	0,48	0,68	9,8	250,86	12,19	17,38
01.11.1912	9,73	0,48	0,69	9,8	248,05	12,22	17,61
01.12.1912	9,38	0,48	0,7	9,7	241,47	12,36	18,02
01.01.1913	9,3	0,48	0,69	9,8	237,09	12,24	17,7
01.02.1913	8,97	0,48	0,69	9,8	228,68	12,24	17,55
01.03.1913	8,8	0,48	0,68	9,8	224,34	12,24	17,4
01.04.1913	8,79	0,48	0,68	9,8	224,09	12,24	17,25
01.05.1913	8,55	0,48	0,67	9,7	220,22	12,36	17,28
01.06.1913	8,12	0,48	0,67	9,8	207,01	12,24	16,95
01.07.1913	8,23	0,48	0,66	9,9	207,69	12,11	16,64
01.08.1913	8,45	0,48	0,65	9,9	213,24	12,11	16,49
01.09.1913	8,53	0,48	0,65	10	213,11	11,99	16,18
01.10.1913	8,26	0,48	0,64	10	206,36	11,99	16,03
01.11.1913	8,05	0,48	0,64	10,1	199,13	11,87	15,73
01.12.1913	8,04	0,48	0,63	10	200,87	11,99	15,74
01.01.1914	8,37	0,47	0,62	10	209,11	11,87	15,51
01.02.1914	8,48	0,47	0,61	9,9	214	11,86	15,44
01.03.1914	8,32	0,47	0,6	9,9	209,96	11,73	15,2
01.04.1914	8,12	0,46	0,59	9,8	207,01	11,73	15,13
01.05.1914	8,17	0,46	0,58	9,9	206,18	11,48	14,74
01.06.1914	8,13	0,45	0,57	9,9	205,17	11,36	14,51
01.07.1914	7,68	0,45	0,57	10	191,87	11,12	14,14
01.08.1914	7,68	0,44	0,56	10,2	188,11	10,78	13,64
01.09.1914	7,68	0,43	0,55	10,2	188,11	10,65	13,41
01.10.1914	7,68	0,43	0,54	10,1	189,97	10,64	13,32
01.11.1914	7,68	0,42	0,53	10,2	188,11	10,41	12,96
01.12.1914	7,35	0,42	0,52	10,1	181,81	10,39	12,86
01.01.1915	7,48	0,42	0,55	10,1	185,03	10,41	13,6
01.02.1915	7,38	0,42	0,58	10	184,38	10,54	14,49
01.03.1915	7,57	0,42	0,61	9,9	191,04	10,66	15,39
01.04.1915	8,14	0,42	0,64	10	203,37	10,58	15,99
01.05.1915	7,95	0,42	0,67	10,1	196,65	10,49	16,57
01.06.1915	8,04	0,42	0,7	10,1	198,88	10,51	17,32
01.07.1915	8,01	0,43	0,73	10,1	198,14	10,53	18,06
01.08.1915	8,35	0,43	0,76	10,1	206,55	10,55	18,8
01.09.1915	8,66	0,43	0,79	10,1	214,22	10,57	19,54
01.10.1915	9,14	0,43	0,82	10,2	223,87	10,49	20,08
01.11.1915	9,46	0,43	0,85	10,3	229,46	10,41	20,62
01.12.1915	9,48	0,43	0,88	10,3	229,95	10,43	21,35
01.01.1916	9,33	0,44	0,93	10,4	224,13	10,59	22,44
01.02.1916	9,2	0,45	0,99	10,4	221,01	10,85	23,74
01.03.1916	9,17	0,46	1,04	10,5	218,19	11	24,79
01.04.1916	9,07	0,47	1,1	10,6	213,77	11,16	25,86
01.05.1916	9,27	0,48	1,15	10,7	216,45	11,31	26,87
01.06.1916	9,36	0,49	1,21	10,8	216,52	11,45	27,88
01.07.1916	9,23	0,51	1,26	10,8	213,52	11,7	29,12
01.08.1916	9,3	0,52	1,31	10,9	213,16	11,84	30,09
01.09.1916	9,68	0,53	1,37	11,1	217,87	11,87	30,79
01.10.1916	9,98	0,54	1,42	11,3	220,65	11,9	31,44
01.11.1916	10,21	0,55	1,48	11,5	221,81	11,93	32,07
01.12.1916	9,8	0,56	1,53	11,6	211,07	12,06	32,95
01.01.1917	9,57	0,57	1,51	11,7	204,35	12,19	32,22
01.02.1917	9,03	0,58	1,49	12	188	12,11	30,98
01.03.1917	9,31	0,59	1,47	12	193,83	12,34	30,56
01.04.1917	9,17	0,6	1,45	12,6	181,82	11,96	28,69
01.05.1917	8,86	0,61	1,43	12,8	172,93	11,99	27,83
01.06.1917	9,04	0,63	1,41	13	173,73	12,01	27
01.07.1917	8,79	0,64	1,38	12,8	171,57	12,41	27,01
01.08.1917	8,53	0,65	1,36	13	163,93	12,43	26,19
01.09.1917	8,12	0,66	1,34	13,3	152,53	12,35	25,23
01.10.1917	7,68	0,67	1,32	13,5	142,13	12,37	24,47
01.11.1917	7,04	0,68	1,3	13,5	130,28	12,57	24,08
01.12.1917	6,8	0,69	1,28	13,7	124,01	12,58	23,34
01.01.1918	7,21	0,68	1,26	14	128,67	12,13	22,41
01.02.1918	7,43	0,67	1,23	14,1	131,65	11,87	21,83
01.03.1918	7,28	0,66	1,21	14	129,91	11,78	21,56
01.04.1918	7,21	0,65	1,18	14,2	126,85	11,44	20,81
01.05.1918	7,44	0,64	1,16	14,5	128,19	11,03	19,97
01.06.1918	7,45	0,63	1,14	14,7	126,62	10,71	19,29
01.07.1918	7,51	0,62	1,11	15,1	124,26	10,26	18,38
01.08.1918	7,58	0,61	1,09	15,4	122,97	9,9	17,63
01.09.1918	7,54	0,6	1,06	15,7	119,98	9,55	16,92
01.10.1918	7,86	0,59	1,04	16	122,73	9,21	16,21
01.11.1918	8,06	0,58	1,01	16,3	123,54	8,89	15,54
01.12.1918	7,9	0,57	0,99	16,5	119,62	8,63	14,99
01.01.1919	7,85	0,57	0,98	16,5	118,86	8,58	14,91
01.02.1919	7,88	0,56	0,98	16,2	121,52	8,69	15,11
01.03.1919	8,12	0,56	0,97	16,4	123,7	8,53	14,85
01.04.1919	8,39	0,56	0,97	16,7	125,52	8,33	14,51
01.05.1919	8,97	0,55	0,96	16,9	132,6	8,18	14,27
01.06.1919	9,21	0,55	0,96	16,9	136,15	8,13	14,19
01.07.1919	9,51	0,55	0,95	17,4	136,55	7,85	13,71
01.08.1919	8,87	0,54	0,95	17,7	125,2	7,67	13,41
01.09.1919	9,01	0,54	0,94	17,8	126,46	7,58	13,26
01.10.1919	9,47	0,54	0,94	18,1	130,72	7,41	12,97
01.11.1919	9,19	0,53	0,94	18,5	124,11	7,2	12,63
01.12.1919	8,92	0,53	0,93	18,9	117,91	7,01	12,29
01.01.1920	8,83	0,53	0,92	19,3	114,3	6,84	11,9
01.02.1920	8,1	0,53	0,91	19,5	103,78	6,75	11,64
01.03.1920	8,67	0,53	0,9	19,7	109,95	6,66	11,38
01.04.1920	8,6	0,52	0,89	20,3	105,84	6,44	10,91
01.05.1920	8,06	0,52	0,88	20,6	97,75	6,33	10,62
01.06.1920	7,92	0,52	0,86	20,9	94,67	6,22	10,34
01.07.1920	7,91	0,52	0,85	20,8	95,01	6,23	10,26
01.08.1920	7,6	0,52	0,84	20,3	93,53	6,36	10,38
01.09.1920	7,87	0,52	0,83	20	98,31	6,43	10,4
01.10.1920	7,88	0,51	0,82	19,9	98,93	6,44	10,32
01.11.1920	7,48	0,51	0,81	19,8	94,38	6,46	10,23
01.12.1920	6,81	0,51	0,8	19,4	87,7	6,57	10,3
01.01.1921	7,11	0,51	0,76	19	93,49	6,65	9,96
01.02.1921	7,06	0,5	0,71	18,4	95,86	6,81	9,71
01.03.1921	6,88	0,5	0,67	18,3	93,93	6,79	9,18
01.04.1921	6,91	0,49	0,63	18,1	95,38	6,81	8,7
01.05.1921	7,12	0,49	0,59	17,7	100,5	6,91	8,29
01.06.1921	6,55	0,48	0,55	17,6	92,98	6,88	7,74
01.07.1921	6,53	0,48	0,5	17,7	92,17	6,79	7,09
01.08.1921	6,45	0,48	0,46	17,7	91,04	6,73	6,49
01.09.1921	6,61	0,47	0,42	17,5	94,37	6,75	5,96
01.10.1921	6,7	0,47	0,38	17,5	95,65	6,69	5,35
01.11.1921	7,06	0,46	0,33	17,4	101,37	6,67	4,77
01.12.1921	7,31	0,46	0,29	17,3	105,57	6,64	4,19
01.01.1922	7,3	0,46	0,32	16,9	107,92	6,86	4,78
01.02.1922	7,46	0,47	0,36	16,9	110,28	6,92	5,27
01.03.1922	7,74	0,47	0,39	16,7	115,79	7,07	5,83
01.04.1922	8,21	0,48	0,42	16,7	122,82	7,13	6,33
01.05.1922	8,53	0,48	0,46	16,7	127,61	7,19	6,83
01.06.1922	8,45	0,48	0,49	16,7	126,41	7,26	7,33
01.07.1922	8,51	0,49	0,52	16,8	126,55	7,27	7,78
01.08.1922	8,83	0,49	0,56	16,6	132,89	7,42	8,38
01.09.1922	9,06	0,5	0,59	16,6	136,36	7,49	8,88
01.10.1922	9,26	0,5	0,62	16,7	138,53	7,51	9,32
01.11.1922	8,8	0,51	0,66	16,8	130,87	7,52	9,77
01.12.1922	8,78	0,51	0,69	16,9	129,8	7,54	10,2
01.01.1923	8,9	0,51	0,71	16,8	132,35	7,61	10,62
01.02.1923	9,28	0,51	0,74	16,8	138	7,63	10,98
01.03.1923	9,43	0,52	0,76	16,8	140,24	7,66	11,34
01.04.1923	9,1	0,52	0,79	16,9	134,53	7,64	11,63
01.05.1923	8,67	0,52	0,81	16,9	128,17	7,66	11,99
01.06.1923	8,34	0,52	0,83	17	122,57	7,64	12,27
01.07.1923	8,06	0,52	0,86	17,2	117,07	7,58	12,48
01.08.1923	8,1	0,52	0,88	17,1	118,34	7,65	12,91
01.09.1923	8,15	0,53	0,91	17,2	118,38	7,63	13,18
01.10.1923	8,03	0,53	0,93	17,3	115,96	7,61	13,46
01.11.1923	8,27	0,53	0,96	17,3	119,43	7,63	13,8
01.12.1923	8,55	0,53	0,98	17,3	123,47	7,65	14,15
01.01.1924	8,83	0,53	0,98	17,3	127,52	7,68	14,09
01.02.1924	8,87	0,53	0,97	17,2	128,84	7,75	14,11
01.03.1924	8,7	0,54	0,97	17,1	127,11	7,82	14,14
01.04.1924	8,5	0,54	0,96	17	124,92	7,89	14,16
01.05.1924	8,47	0,54	0,96	17	124,48	7,91	14,1
01.06.1924	8,63	0,54	0,95	17	126,83	7,94	14,03
01.07.1924	9,03	0,54	0,95	17,1	131,93	7,91	13,89
01.08.1924	9,34	0,54	0,95	17	137,26	7,98	13,91
01.09.1924	9,25	0,55	0,94	17,1	135,14	7,96	13,77
01.10.1924	9,13	0,55	0,94	17,2	132,62	7,94	13,63
01.11.1924	9,64	0,55	0,93	17,2	140,02	7,96	13,57
01.12.1924	10,16	0,55	0,93	17,3	146,72	7,94	13,43
01.01.1925	10,58	0,55	0,96	17,3	152,79	8	13,82
01.02.1925	10,67	0,56	0,98	17,2	154,99	8,11	14,28
01.03.1925	10,39	0,56	1,01	17,3	150,05	8,12	14,59
01.04.1925	10,28	0,57	1,04	17,2	149,32	8,23	15,06
01.05.1925	10,61	0,57	1,06	17,3	153,22	8,24	15,35
01.06.1925	10,8	0,57	1,09	17,5	154,18	8,21	15,56
01.07.1925	11,1	0,58	1,12	17,7	156,68	8,18	15,77
01.08.1925	11,25	0,58	1,14	17,7	158,79	8,23	16,13
01.09.1925	11,51	0,59	1,17	17,7	162,46	8,29	16,51
01.10.1925	11,89	0,59	1,2	17,7	167,83	8,35	16,9
01.11.1925	12,26	0,6	1,22	18	170,17	8,27	16,97
01.12.1925	12,46	0,6	1,25	17,9	173,91	8,37	17,45
01.01.1926	12,65	0,61	1,25	17,9	176,56	8,48	17,43
01.02.1926	12,67	0,61	1,25	17,9	176,84	8,58	17,42
01.03.1926	11,81	0,62	1,25	17,8	165,76	8,74	17,52
01.04.1926	11,48	0,63	1,25	17,9	160,23	8,79	17,4
01.05.1926	11,56	0,64	1,25	17,8	162,25	8,95	17,49
01.06.1926	12,11	0,65	1,25	17,7	170,93	9,1	17,57
01.07.1926	12,62	0,65	1,24	17,5	180,17	9,32	17,76
01.08.1926	13,12	0,66	1,24	17,4	188,38	9,48	17,85
01.09.1926	13,32	0,67	1,24	17,5	190,16	9,53	17,73
01.10.1926	13,02	0,68	1,24	17,6	184,82	9,58	17,63
01.11.1926	13,19	0,68	1,24	17,7	186,18	9,63	17,52
01.12.1926	13,49	0,69	1,24	17,7	190,41	9,74	17,5
01.01.1927	13,4	0,7	1,23	17,5	191,3	9,95	17,55
01.02.1927	13,66	0,7	1,22	17,4	196,14	10,1	17,49
01.03.1927	13,87	0,71	1,21	17,3	200,3	10,25	17,45
01.04.1927	14,21	0,72	1,2	17,3	205,21	10,35	17,29
01.05.1927	14,7	0,72	1,19	17,4	211,07	10,39	17,03
01.06.1927	14,89	0,73	1,18	17,6	211,37	10,36	16,68
01.07.1927	15,22	0,74	1,16	17,3	219,8	10,64	16,81
01.08.1927	16,03	0,74	1,15	17,2	232,84	10,8	16,75
01.09.1927	16,94	0,75	1,14	17,3	244,64	10,83	16,51
01.10.1927	16,68	0,76	1,13	17,4	239,5	10,86	16,25
01.11.1927	17,06	0,76	1,12	17,3	246,37	11,02	16,19
01.12.1927	17,46	0,77	1,11	17,3	252,15	11,12	16,03
01.01.1928	17,53	0,78	1,13	17,3	253,16	11,22	16,36
01.02.1928	17,32	0,78	1,16	17,1	253,05	11,44	16,87
01.03.1928	18,25	0,79	1,18	17,1	266,64	11,54	17,2
01.04.1928	19,4	0,8	1,2	17,1	283,44	11,64	17,53
01.05.1928	20	0,8	1,22	17,2	290,51	11,67	17,75
01.06.1928	19,02	0,81	1,25	17,1	277,89	11,83	18,19
01.07.1928	19,16	0,82	1,27	17,1	279,93	11,93	18,53
01.08.1928	19,78	0,82	1,29	17,1	288,99	12,03	18,85
01.09.1928	21,17	0,83	1,31	17,3	305,72	11,99	18,95
01.10.1928	21,6	0,84	1,33	17,2	313,75	12,15	19,39
01.11.1928	23,06	0,84	1,36	17,2	334,95	12,25	19,71
01.12.1928	23,15	0,85	1,38	17,1	338,23	12,42	20,16
01.01.1929	24,86	0,86	1,4	17,1	363,21	12,56	20,44
01.02.1929	24,99	0,87	1,42	17,1	365,11	12,71	20,72
01.03.1929	25,43	0,88	1,44	17	373,72	12,93	21,13
01.04.1929	25,28	0,89	1,46	16,9	373,72	13,16	21,54
01.05.1929	25,66	0,9	1,48	17	377,1	13,23	21,69
01.06.1929	26,15	0,91	1,5	17,1	382,06	13,3	21,84
01.07.1929	28,48	0,92	1,51	17,3	411,29	13,29	21,86
01.08.1929	30,1	0,93	1,53	17,3	434,68	13,43	22,14
01.09.1929	31,3	0,94	1,55	17,3	452,01	13,57	22,41
01.10.1929	27,99	0,95	1,57	17,3	404,21	13,72	22,7
01.11.1929	20,58	0,96	1,59	17,3	297,2	13,86	22,98
01.12.1929	21,4	0,97	1,61	17,2	310,84	14,09	23,39
01.01.1930	21,71	0,97	1,56	17,1	317,19	14,18	22,75
01.02.1930	23,07	0,97	1,5	17	339,04	14,28	22,09
01.03.1930	23,94	0,97	1,45	16,9	353,91	14,38	21,44
01.04.1930	25,46	0,97	1,4	17	374,17	14,3	20,53
01.05.1930	23,94	0,97	1,34	16,9	353,91	14,4	19,85
01.06.1930	21,52	0,97	1,29	16,8	320,03	14,5	19,18
01.07.1930	21,06	0,98	1,24	16,6	316,96	14,69	18,62
01.08.1930	20,79	0,98	1,18	16,5	314,79	14,79	17,91
01.09.1930	20,78	0,98	1,13	16,6	312,75	14,71	17,01
01.10.1930	17,92	0,98	1,08	16,5	271,34	14,81	16,31
01.11.1930	16,62	0,98	1,02	16,4	253,19	14,92	15,58
01.12.1930	15,51	0,98	0,97	16,1	240,68	15,21	15,05
01.01.1931	15,98	0,97	0,94	15,9	251,09	15,19	14,77
01.02.1931	17,2	0,95	0,91	15,7	273,71	15,17	14,48
01.03.1931	17,53	0,94	0,88	15,6	280,74	15,05	14,09
01.04.1931	15,86	0,93	0,85	15,5	255,64	14,94	13,7
01.05.1931	14,33	0,91	0,82	15,3	234	14,91	13,39
01.06.1931	13,87	0,9	0,79	15,1	229,48	14,89	13,07
01.07.1931	14,33	0,89	0,76	15,1	237,1	14,67	12,57
01.08.1931	13,9	0,87	0,73	15,1	229,98	14,45	12,08
01.09.1931	11,83	0,86	0,7	15	197,04	14,32	11,66
01.10.1931	10,25	0,85	0,67	14,9	171,87	14,2	11,23
01.11.1931	10,39	0,83	0,64	14,7	176,58	14,16	10,88
01.12.1931	8,44	0,82	0,61	14,6	144,43	14,03	10,44
01.01.1932	8,3	0,79	0,59	14,3	145,01	13,86	10,37
01.02.1932	8,23	0,77	0,58	14,1	145,83	13,59	10,22
01.03.1932	8,26	0,74	0,56	14	147,4	13,21	9,99
01.04.1932	6,28	0,71	0,54	13,9	112,88	12,82	9,77
01.05.1932	5,51	0,69	0,53	13,7	100,48	12,52	9,6
01.06.1932	4,77	0,66	0,51	13,6	87,63	12,12	9,37
01.07.1932	5,01	0,63	0,49	13,6	92,03	11,63	9,06
01.08.1932	7,53	0,61	0,48	13,5	139,35	11,23	8,82
01.09.1932	8,26	0,58	0,46	13,4	154	10,81	8,58
01.10.1932	7,12	0,55	0,44	13,3	133,75	10,39	8,33
01.11.1932	7,05	0,53	0,43	13,2	133,43	9,97	8,08
01.12.1932	6,82	0,5	0,41	13,1	130,07	9,54	7,82
01.01.1933	7,09	0,49	0,41	12,9	137,31	9,59	7,99
01.02.1933	6,25	0,49	0,41	12,7	122,95	9,64	8,16
01.03.1933	6,23	0,48	0,42	12,6	123,53	9,62	8,28
01.04.1933	6,89	0,48	0,42	12,6	136,62	9,52	8,33
01.05.1933	8,87	0,47	0,42	12,6	175,88	9,42	8,38
01.06.1933	10,39	0,47	0,42	12,7	204,39	9,25	8,36
01.07.1933	11,23	0,47	0,43	13,1	214,17	8,87	8,15
01.08.1933	10,67	0,46	0,43	13,2	201,95	8,71	8,14
01.09.1933	10,58	0,46	0,43	13,2	200,25	8,61	8,19
01.10.1933	9,55	0,45	0,43	13,2	180,75	8,52	8,23
01.11.1933	9,78	0,45	0,44	13,2	185,11	8,42	8,28
01.12.1933	9,97	0,44	0,44	13,2	188,7	8,33	8,33
01.01.1934	10,54	0,44	0,44	13,2	199,49	8,34	8,41
01.02.1934	11,32	0,44	0,45	13,3	212,64	8,3	8,42
01.03.1934	10,74	0,44	0,45	13,3	201,75	8,31	8,5
01.04.1934	10,92	0,44	0,46	13,3	205,13	8,33	8,58
01.05.1934	9,81	0,44	0,46	13,3	184,28	8,34	8,66
01.06.1934	9,94	0,45	0,47	13,4	185,33	8,3	8,67
01.07.1934	9,47	0,45	0,47	13,4	176,56	8,31	8,75
01.08.1934	9,1	0,45	0,47	13,4	169,66	8,33	8,82
01.09.1934	8,88	0,45	0,48	13,6	163,13	8,22	8,77
01.10.1934	8,95	0,45	0,48	13,5	165,63	8,3	8,91
01.11.1934	9,2	0,45	0,49	13,5	170,26	8,31	8,99
01.12.1934	9,26	0,45	0,49	13,4	172,65	8,39	9,14
01.01.1935	9,26	0,45	0,57	13,6	170,11	8,27	10,47
01.02.1935	8,98	0,45	0,65	13,7	163,76	8,21	11,85
01.03.1935	8,41	0,45	0,73	13,7	153,37	8,21	13,31
01.04.1935	9,04	0,45	0,76	13,8	163,66	8,09	13,7
01.05.1935	9,75	0,44	0,78	13,8	176,51	8,03	14,18
01.06.1935	10,12	0,44	0,81	13,7	184,55	8,02	14,77
01.07.1935	10,65	0,44	0,79	13,7	194,22	8,02	14,47
01.08.1935	11,37	0,44	0,78	13,7	207,35	8,02	14,16
01.09.1935	11,61	0,44	0,76	13,7	211,72	8,02	13,86
01.10.1935	11,92	0,45	0,76	13,7	217,38	8,21	13,86
01.11.1935	13,04	0,46	0,76	13,8	236,08	8,33	13,76
01.12.1935	13,04	0,47	0,76	13,8	236,08	8,51	13,76
01.01.1936	13,76	0,48	0,77	13,8	249,11	8,69	13,94
01.02.1936	14,55	0,49	0,78	13,8	263,41	8,87	14,12
01.03.1936	14,86	0,5	0,79	13,7	270,99	9,12	14,41
01.04.1936	14,88	0,52	0,82	13,7	271,35	9,42	14,95
01.05.1936	14,09	0,53	0,85	13,7	256,95	9,73	15,5
01.06.1936	14,69	0,55	0,88	13,8	265,95	9,96	15,93
01.07.1936	15,56	0,57	0,9	13,9	279,67	10,25	16,18
01.08.1936	15,87	0,59	0,92	14	283,21	10,53	16,42
01.09.1936	16,05	0,61	0,94	14	286,42	10,89	16,77
01.10.1936	16,89	0,65	0,97	14	301,41	11,54	17,25
01.11.1936	17,36	0,68	0,99	14	309,8	12,19	17,73
01.12.1936	17,06	0,72	1,02	14	304,44	12,85	18,2
01.01.1937	17,59	0,73	1,05	14,1	311,67	12,93	18,6
01.02.1937	18,11	0,74	1,08	14,1	320,89	13,11	19,14
01.03.1937	18,09	0,75	1,11	14,2	318,28	13,2	19,53
01.04.1937	17,01	0,78	1,13	14,3	297,18	13,63	19,74
01.05.1937	16,25	0,81	1,15	14,4	281,93	14,05	19,95
01.06.1937	15,64	0,84	1,17	14,4	271,35	14,57	20,3
01.07.1937	16,57	0,82	1,19	14,5	285,5	14,07	20,45
