Date	VIX Open
22.01.2009	50,65
23.01.2009	50,39
26.01.2009	47,89
27.01.2009	45,11
28.01.2009	42,25
29.01.2009	41,34
30.01.2009	42,63
02.02.2009	49,42
03.02.2009	45,52
04.02.2009	43,06
05.02.2009	43,83
06.02.2009	43,71
09.02.2009	45,4
10.02.2009	45,14
11.02.2009	46,67
12.02.2009	44,52
13.02.2009	41,6
17.02.2009	48,14
18.02.2009	48,66
19.02.2009	48,54
20.02.2009	47,08
23.02.2009	49,3
24.02.2009	52,5
25.02.2009	45,73
26.02.2009	43,75
27.02.2009	44,66
02.03.2009	49,96
03.03.2009	52,65
04.03.2009	48,02
05.03.2009	47,56
06.03.2009	50,17
09.03.2009	49,35
10.03.2009	49,68
11.03.2009	43,35
12.03.2009	43,53
13.03.2009	40,99
16.03.2009	42,36
17.03.2009	44,23
18.03.2009	41,14
19.03.2009	40,06
20.03.2009	43,6
23.03.2009	45,89
24.03.2009	43,24
25.03.2009	42,35
26.03.2009	42,25
27.03.2009	40,36
30.03.2009	44,86
31.03.2009	45,54
01.04.2009	45,42
02.04.2009	42,28
03.04.2009	42,03
06.04.2009	41,96
07.04.2009	41,48
08.04.2009	40,39
09.04.2009	37,22
13.04.2009	38,32
14.04.2009	37,95
15.04.2009	37,85
16.04.2009	36,04
17.04.2009	35,36
20.04.2009	33,94
21.04.2009	40,27
22.04.2009	37,14
23.04.2009	38,1
24.04.2009	36,86
27.04.2009	39,46
28.04.2009	39,43
29.04.2009	37,95
30.04.2009	36,09
01.05.2009	36,5
04.05.2009	35,3
05.05.2009	34,54
06.05.2009	33,36
07.05.2009	32,1
08.05.2009	32,36
11.05.2009	32,05
12.05.2009	32,68
13.05.2009	32,97
14.05.2009	33,65
15.05.2009	31,36
18.05.2009	32,91
19.05.2009	30,23
20.05.2009	27,47
21.05.2009	29,03
22.05.2009	31,36
26.05.2009	34,57
27.05.2009	30,8
28.05.2009	31,54
29.05.2009	31,67
01.06.2009	28,7
02.06.2009	30,04
03.06.2009	29,62
04.06.2009	31,02
05.06.2009	29,39
08.06.2009	30,88
09.06.2009	29,77
10.06.2009	26,9
11.06.2009	27,36
12.06.2009	28,08
15.06.2009	29,7
16.06.2009	30,81
17.06.2009	31,19
18.06.2009	31,54
19.06.2009	29,16
22.06.2009	30,4
23.06.2009	31,3
24.06.2009	30,58
25.06.2009	29,45
26.06.2009	27,09
29.06.2009	25,93
30.06.2009	25,36
01.07.2009	25,73
02.07.2009	26,22
06.07.2009	30,32
07.07.2009	29
08.07.2009	30,85
09.07.2009	30,23
10.07.2009	29,78
13.07.2009	28,36
14.07.2009	26,31
15.07.2009	25,05
16.07.2009	25,96
17.07.2009	25,42
20.07.2009	25,06
21.07.2009	24,28
22.07.2009	24,05
23.07.2009	23,71
24.07.2009	23,87
27.07.2009	24,06
28.07.2009	24,28
29.07.2009	25,47
30.07.2009	25,4
31.07.2009	25,4
03.08.2009	25,92
04.08.2009	25,55
05.08.2009	24,91
06.08.2009	24,9
07.08.2009	24,71
10.08.2009	24,76
11.08.2009	24,98
12.08.2009	25,99
13.08.2009	25,34
14.08.2009	24,77
17.08.2009	24,27
18.08.2009	27,89
19.08.2009	28,08
20.08.2009	26,45
21.08.2009	24,49
24.08.2009	25,01
25.08.2009	25,13
26.08.2009	24,91
27.08.2009	25,13
28.08.2009	24,44
31.08.2009	24,76
01.09.2009	26,01
02.09.2009	29,14
03.09.2009	28,9
04.09.2009	26,98
08.09.2009	25,26
09.09.2009	25,66
10.09.2009	24,4
11.09.2009	23,49
14.09.2009	25,39
15.09.2009	23,9
16.09.2009	23,29
17.09.2009	23,99
18.09.2009	23,65
21.09.2009	25,34
22.09.2009	23,81
23.09.2009	22,9
24.09.2009	23,67
25.09.2009	25,18
28.09.2009	26,26
29.09.2009	24,88
30.09.2009	25,19
01.10.2009	25,98
02.10.2009	29,34
05.10.2009	29,34
06.10.2009	26,39
07.10.2009	25,78
08.10.2009	24,68
09.10.2009	24,39
12.10.2009	23,12
13.10.2009	23
14.10.2009	22,08
15.10.2009	23,51
16.10.2009	21,72
19.10.2009	21,41
20.10.2009	21,55
21.10.2009	20,9
22.10.2009	22,22
23.10.2009	20,7
26.10.2009	23,06
27.10.2009	24,38
28.10.2009	24,83
29.10.2009	27,16
30.10.2009	24,76
02.11.2009	30,7
03.11.2009	30,62
04.11.2009	28,81
05.11.2009	27,28
06.11.2009	26,17
09.11.2009	24,19
10.11.2009	23,15
11.11.2009	22,84
12.11.2009	23,04
13.11.2009	24,25
16.11.2009	23,36
17.11.2009	22,81
18.11.2009	22,35
19.11.2009	21,63
20.11.2009	23,45
23.11.2009	21,98
24.11.2009	21,28
25.11.2009	20,23
27.11.2009	25,75
30.11.2009	24,95
01.12.2009	24,51
02.12.2009	21,89
03.12.2009	21,15
04.12.2009	21,18
07.12.2009	22,32
08.12.2009	23,28
09.12.2009	23,21
10.12.2009	22,66
11.12.2009	21,45
14.12.2009	21,59
15.12.2009	21,09
16.12.2009	20,89
17.12.2009	21,89
18.12.2009	21,84
21.12.2009	21,46
22.12.2009	20,39
23.12.2009	19,54
24.12.2009	19,67
28.12.2009	20,29
29.12.2009	19,87
30.12.2009	20,36
31.12.2009	19,96
04.01.2010	21,68
05.01.2010	20,05
06.01.2010	19,59
07.01.2010	19,68
08.01.2010	19,27
11.01.2010	16,93
12.01.2010	17,95
13.01.2010	17,94
14.01.2010	18,16
15.01.2010	17,63
19.01.2010	18,63
20.01.2010	18,51
21.01.2010	18,59
22.01.2010	22,27
25.01.2010	27,32
26.01.2010	26,03
27.01.2010	24,81
28.01.2010	22,79
29.01.2010	23,73
01.02.2010	24,33
02.02.2010	22,59
03.02.2010	22,11
04.02.2010	22,63
05.02.2010	25,69
08.02.2010	26,11
09.02.2010	26,51
10.02.2010	26,36
11.02.2010	25,82
12.02.2010	23,96
16.02.2010	23,51
17.02.2010	22,25
18.02.2010	21,72
19.02.2010	21,07
22.02.2010	20,16
23.02.2010	20,39
24.02.2010	21,23
25.02.2010	22,03
26.02.2010	19,88
01.03.2010	19,93
02.03.2010	18,83
03.03.2010	18,95
04.03.2010	18,86
05.03.2010	18,06
08.03.2010	17,95
09.03.2010	18,18
10.03.2010	18
11.03.2010	18,9
12.03.2010	17,97
15.03.2010	18,28
16.03.2010	17,78
17.03.2010	16,97
18.03.2010	16,96
19.03.2010	16,17
22.03.2010	18,3
23.03.2010	16,84
24.03.2010	16,85
25.03.2010	17,07
26.03.2010	18,27
29.03.2010	18,17
30.03.2010	17,64
31.03.2010	17,66
01.04.2010	17,01
05.04.2010	17,96
06.04.2010	17,39
07.04.2010	16,72
08.04.2010	17,21
09.04.2010	16,32
12.04.2010	15,67
13.04.2010	15,98
14.04.2010	15,8
15.04.2010	15,87
16.04.2010	16,19
19.04.2010	19,14
20.04.2010	16,84
21.04.2010	15,94
22.04.2010	17,48
23.04.2010	16,62
26.04.2010	17,52
27.04.2010	18,13
28.04.2010	22,08
29.04.2010	20,37
30.04.2010	18,75
03.05.2010	22,41
04.05.2010	22,46
05.05.2010	25,96
06.05.2010	25,88
07.05.2010	32,76
10.05.2010	28,65
11.05.2010	31,04
12.05.2010	26,56
13.05.2010	26,17
14.05.2010	28,4
17.05.2010	31,33
18.05.2010	28,67
19.05.2010	34,65
20.05.2010	41,79
21.05.2010	47,66
24.05.2010	41,74
25.05.2010	43,15
26.05.2010	32,54
27.05.2010	30,24
28.05.2010	30,23
01.06.2010	34,87
02.06.2010	34,39
03.06.2010	29,65
04.06.2010	32,93
07.06.2010	35,66
08.06.2010	36,53
09.06.2010	32,33
10.06.2010	31
11.06.2010	31,79
14.06.2010	27,94
15.06.2010	27,68
16.06.2010	26,72
17.06.2010	25,59
18.06.2010	24,87
21.06.2010	22,9
22.06.2010	25,14
23.06.2010	26,93
24.06.2010	27,61
25.06.2010	29,64
28.06.2010	29,2
29.06.2010	31,22
30.06.2010	33,95
01.07.2010	34,41
02.07.2010	31,71
06.07.2010	28,82
07.07.2010	29,56
08.07.2010	26,5
09.07.2010	25,35
12.07.2010	24,66
13.07.2010	23,29
14.07.2010	24,61
15.07.2010	25,08
16.07.2010	25,77
19.07.2010	27,02
20.07.2010	27,35
21.07.2010	23,61
22.07.2010	24,37
23.07.2010	24,79
26.07.2010	24,37
27.07.2010	21,89
28.07.2010	23,93
29.07.2010	23,4
30.07.2010	25,47
02.08.2010	23,07
03.08.2010	22,44
04.08.2010	22,69
05.08.2010	23,04
06.08.2010	23,34
09.08.2010	21,85
10.08.2010	23,3
11.08.2010	24,96
12.08.2010	27,21
13.08.2010	26,08
16.08.2010	27,41
17.08.2010	24,72
18.08.2010	24,3
19.08.2010	24,48
20.08.2010	26,73
23.08.2010	25,97
24.08.2010	27,91
25.08.2010	28,3
26.08.2010	26,45
27.08.2010	26,5
30.08.2010	25,88
31.08.2010	27,58
01.09.2010	25,13
02.09.2010	24,23
03.09.2010	21,99
07.09.2010	22,77
08.09.2010	23,51
09.09.2010	22,22
10.09.2010	22,64
13.09.2010	21,06
14.09.2010	21,69
15.09.2010	22,55
16.09.2010	22,65
17.09.2010	21,65
20.09.2010	22,47
21.09.2010	21,54
22.09.2010	22,56
23.09.2010	23,91
24.09.2010	22,61
27.09.2010	22,58
28.09.2010	22,92
29.09.2010	23,14
30.09.2010	22,85
01.10.2010	22,9
04.10.2010	23,63
05.10.2010	22,52
06.10.2010	21,82
07.10.2010	21,31
08.10.2010	21,58
11.10.2010	19,33
12.10.2010	20
13.10.2010	17,92
14.10.2010	19,59
15.10.2010	20,2
18.10.2010	20,43
19.10.2010	20,7
20.10.2010	21,2
21.10.2010	19,7
22.10.2010	19,36
25.10.2010	19,22
26.10.2010	20,52
27.10.2010	21,11
28.10.2010	20,28
29.10.2010	21,2
01.11.2010	21,65
02.11.2010	21,34
03.11.2010	21,66
04.11.2010	18,03
05.11.2010	18,07
08.11.2010	19,33
09.11.2010	18,51
10.11.2010	18,94
11.11.2010	19,44
12.11.2010	19,59
15.11.2010	20,33
16.11.2010	21,26
17.11.2010	22,19
18.11.2010	20,31
19.11.2010	19,15
22.11.2010	19,45
23.11.2010	20,25
24.11.2010	19,42
26.11.2010	21,17
29.11.2010	23,15
30.11.2010	23,27
01.12.2010	21,19
02.12.2010	21,13
03.12.2010	19,26
06.12.2010	18,8
07.12.2010	17,13
08.12.2010	17,97
09.12.2010	17,32
10.12.2010	17,06
13.12.2010	16,82
14.12.2010	17,6
15.12.2010	17,99
16.12.2010	18,03
17.12.2010	17,62
20.12.2010	16,22
21.12.2010	16,2
22.12.2010	16,52
23.12.2010	15,44
27.12.2010	18,26
28.12.2010	17,3
29.12.2010	17,49
30.12.2010	17,65
31.12.2010	17,91
03.01.2011	17,94
04.01.2011	17,34
05.01.2011	17,81
06.01.2011	16,8
07.01.2011	17,31
10.01.2011	18,35
11.01.2011	16,61
12.01.2011	16,26
13.01.2011	16,51
14.01.2011	16,67
18.01.2011	16,19
19.01.2011	15,89
20.01.2011	17,81
21.01.2011	17,03
24.01.2011	18,78
25.01.2011	18,22
26.01.2011	17
27.01.2011	16,84
28.01.2011	15,94
31.01.2011	19,61
01.02.2011	18,59
02.02.2011	17,82
03.02.2011	17,53
04.02.2011	16,64
07.02.2011	16,14
08.02.2011	16,29
09.02.2011	16,27
10.02.2011	16,74
11.02.2011	16,53
14.02.2011	16,07
15.02.2011	16,3
16.02.2011	16,31
17.02.2011	17,01
18.02.2011	16,59
22.02.2011	19,46
23.02.2011	20,84
24.02.2011	22,28
25.02.2011	20,41
28.02.2011	19,12
01.03.2011	17,63
02.03.2011	20,73
03.03.2011	19,27
04.03.2011	18,56
07.03.2011	19,37
08.03.2011	20,58
09.03.2011	20,05
10.03.2011	21,37
11.03.2011	21,72
14.03.2011	21,79
15.03.2011	25,66
16.03.2011	24,65
17.03.2011	26,94
18.03.2011	23,9
21.03.2011	22,1
22.03.2011	20,53
23.03.2011	20,59
24.03.2011	18,45
25.03.2011	17,87
28.03.2011	18,31
29.03.2011	19,17
30.03.2011	17,82
31.03.2011	17,9
01.04.2011	16,68
04.04.2011	17,63
05.04.2011	17,87
06.04.2011	16,75
07.04.2011	16,92
08.04.2011	16,51
11.04.2011	16,74
12.04.2011	17,58
13.04.2011	16,33
14.04.2011	17,77
15.04.2011	15,97
18.04.2011	18,3
19.04.2011	16,62
20.04.2011	14,31
21.04.2011	14,71
25.04.2011	15,64
26.04.2011	15,36
27.04.2011	15,37
28.04.2011	15,54
29.04.2011	14,56
02.05.2011	15,07
03.05.2011	16,35
04.05.2011	16,84
05.05.2011	17,68
06.05.2011	17,17
09.05.2011	18,59
10.05.2011	16,84
11.05.2011	16,27
12.05.2011	17,27
13.05.2011	16,02
16.05.2011	17,86
17.05.2011	18,54
18.05.2011	17,56
19.05.2011	15,9
20.05.2011	15,88
23.05.2011	20,03
24.05.2011	18,07
25.05.2011	18,26
26.05.2011	17,17
27.05.2011	16,11
31.05.2011	15,85
01.06.2011	15,95
02.06.2011	17,92
03.06.2011	18,23
06.06.2011	18,42
07.06.2011	18,13
08.06.2011	18,15
09.06.2011	18,2
10.06.2011	17,93
13.06.2011	19,1
14.06.2011	18,56
15.06.2011	19,31
16.06.2011	21,37
17.06.2011	21,56
20.06.2011	22,99
21.06.2011	19,46
22.06.2011	18,86
23.06.2011	20,23
24.06.2011	19,2
27.06.2011	21,6
28.06.2011	20,3
29.06.2011	18,62
30.06.2011	16,67
01.07.2011	16,06
05.07.2011	16,32
06.07.2011	16,46
07.07.2011	15,3
08.07.2011	17,14
11.07.2011	17,44
12.07.2011	19,55
13.07.2011	19,08
14.07.2011	20,08
15.07.2011	20,25
18.07.2011	21,25
19.07.2011	20,14
20.07.2011	18,81
21.07.2011	18,61
22.07.2011	17,22
25.07.2011	19,26
26.07.2011	19,75
27.07.2011	20,87
28.07.2011	22,83
29.07.2011	25,28
01.08.2011	22,63
02.08.2011	24,22
03.08.2011	23,58
04.08.2011	24,57
05.08.2011	28,48
08.08.2011	36,9
09.08.2011	42,12
10.08.2011	39,33
11.08.2011	41,94
12.08.2011	37,08
15.08.2011	34,73
16.08.2011	33,36
17.08.2011	32,09
18.08.2011	36,77
19.08.2011	45,34
22.08.2011	38,8
23.08.2011	41,89
24.08.2011	37,12
25.08.2011	34,43
26.08.2011	41,18
29.08.2011	33,81
30.08.2011	32,97
31.08.2011	31,2
01.09.2011	31,91
02.09.2011	34,29
06.09.2011	39,84
07.09.2011	34,24
08.09.2011	34,41
09.09.2011	35,53
12.09.2011	42,56
13.09.2011	38,68
14.09.2011	36,59
15.09.2011	33,43
16.09.2011	31,81
19.09.2011	34,8
20.09.2011	32,42
21.09.2011	33
22.09.2011	41
23.09.2011	42,17
26.09.2011	40,99
27.09.2011	36,59
28.09.2011	37,7
29.09.2011	38,62
30.09.2011	40,93
03.10.2011	44,25
04.10.2011	46,18
05.10.2011	40,73
06.10.2011	38,24
07.10.2011	35,67
10.10.2011	35,45
11.10.2011	33,95
12.10.2011	31,57
13.10.2011	31,99
14.10.2011	29,07
17.10.2011	30,35
18.10.2011	33,37
19.10.2011	32,92
20.10.2011	34,44
21.10.2011	32,76
24.10.2011	31,67
25.10.2011	30,68
26.10.2011	30,44
27.10.2011	24,72
28.10.2011	26,02
31.10.2011	27,09
01.11.2011	36,03
02.11.2011	33,53
03.11.2011	31,38
04.11.2011	31,46
07.11.2011	31,4
08.11.2011	29,34
09.11.2011	31,32
10.11.2011	33,09
11.11.2011	29,91
14.11.2011	31,42
15.11.2011	31,74
16.11.2011	32,66
17.11.2011	33,15
18.11.2011	33,16
21.11.2011	34,59
22.11.2011	33,12
23.11.2011	32,91
25.11.2011	34,61
28.11.2011	31,93
29.11.2011	31,76
30.11.2011	27,72
01.12.2011	27,63
02.12.2011	26,26
05.12.2011	26,74
06.12.2011	27,91
07.12.2011	28,61
08.12.2011	29,63
09.12.2011	29,61
12.12.2011	26,78
13.12.2011	24,72
14.12.2011	26,16
15.12.2011	24,38
16.12.2011	24,16
19.12.2011	25,14
20.12.2011	23,56
21.12.2011	22,52
22.12.2011	21,08
23.12.2011	21,1
27.12.2011	22,58
28.12.2011	22,12
29.12.2011	23,52
30.12.2011	22,86
03.01.2012	22,95
04.01.2012	23,44
05.01.2012	22,75
06.01.2012	21,24
09.01.2012	21,67
10.01.2012	20,14
11.01.2012	21,18
12.01.2012	21,01
13.01.2012	21,41
17.01.2012	20,9
18.01.2012	23,2
19.01.2012	20,49
20.01.2012	19,91
23.01.2012	19,22
24.01.2012	19,76
25.01.2012	19,35
26.01.2012	17,96
27.01.2012	19,16
30.01.2012	20,33
31.01.2012	19,07
01.02.2012	18,68
02.02.2012	18,38
03.02.2012	16,84
06.02.2012	17,98
07.02.2012	17,93
08.02.2012	17,79
09.02.2012	18,12
10.02.2012	20,1
13.02.2012	19,64
14.02.2012	19,45
15.02.2012	19,74
16.02.2012	21,59
17.02.2012	18,73
21.02.2012	18,41
22.02.2012	18,85
23.02.2012	18,73
24.02.2012	16,68
27.02.2012	19,1
28.02.2012	18,67
29.02.2012	17,8
01.03.2012	18,02
02.03.2012	17,65
05.03.2012	18,27
06.03.2012	20,57
07.03.2012	20,43
08.03.2012	18,08
09.03.2012	17,16
12.03.2012	15,79
13.03.2012	14
14.03.2012	14,42
15.03.2012	15,32
16.03.2012	14,43
19.03.2012	15,42
20.03.2012	15,82
21.03.2012	14,72
22.03.2012	16,04
23.03.2012	15,65
26.03.2012	14,51
27.03.2012	14,52
28.03.2012	15,58
29.03.2012	16,84
30.03.2012	14,88
02.04.2012	16,35
03.04.2012	15,61
04.04.2012	17,07
05.04.2012	17,02
09.04.2012	18,94
10.04.2012	19,1
11.04.2012	19,22
12.04.2012	19,63
13.04.2012	17,95
16.04.2012	18,87
17.04.2012	18,66
18.04.2012	19,02
19.04.2012	18,51
20.04.2012	17,92
23.04.2012	20,22
24.04.2012	19,22
25.04.2012	17,05
26.04.2012	16,97
27.04.2012	15,83
30.04.2012	17,04
01.05.2012	17,27
02.05.2012	17,25
03.05.2012	16,9
04.05.2012	18,03
07.05.2012	19,8
08.05.2012	19,44
09.05.2012	20,65
10.05.2012	19,25
11.05.2012	19,93
14.05.2012	21,47
15.05.2012	21,43
16.05.2012	21,54
17.05.2012	21,99
18.05.2012	23,27
21.05.2012	24,88
22.05.2012	21,76
23.05.2012	23,32
24.05.2012	22
25.05.2012	22,05
29.05.2012	21,7
30.05.2012	22,68
31.05.2012	23,83
01.06.2012	25,87
04.06.2012	26,35
05.06.2012	25,9
06.06.2012	23,76
07.06.2012	21
08.06.2012	22,54
11.06.2012	19,87
12.06.2012	23,15
13.06.2012	22,93
14.06.2012	24,19
15.06.2012	22,47
18.06.2012	21,76
19.06.2012	17,66
20.06.2012	17,96
21.06.2012	16,89
22.06.2012	18,65
25.06.2012	20,47
26.06.2012	20,01
27.06.2012	19,55
28.06.2012	20,33
29.06.2012	17,52
02.07.2012	17,62
03.07.2012	16,67
05.07.2012	17,61
06.07.2012	18,2
09.07.2012	18,17
10.07.2012	17,51
11.07.2012	17,98
12.07.2012	18,82
13.07.2012	17,78
16.07.2012	17,31
17.07.2012	16,72
18.07.2012	16,81
19.07.2012	16,06
20.07.2012	16,65
23.07.2012	20,41
24.07.2012	18,38
25.07.2012	19,79
26.07.2012	17,68
27.07.2012	17,11
30.07.2012	17,55
31.07.2012	18,4
01.08.2012	18,8
02.08.2012	19,05
03.08.2012	16,05
06.08.2012	15,85
07.08.2012	15,55
08.08.2012	16,46
09.08.2012	15,39
10.08.2012	15,34
13.08.2012	14,09
14.08.2012	13,91
15.08.2012	14,82
16.08.2012	14,88
17.08.2012	14,23
20.08.2012	14,11
21.08.2012	14,1
22.08.2012	15,32
23.08.2012	15
24.08.2012	15,99
27.08.2012	16,15
28.08.2012	16,32
29.08.2012	16,61
30.08.2012	17,48
31.08.2012	17,25
04.09.2012	18,65
05.09.2012	17,38
06.09.2012	17,3
07.09.2012	15,6
10.09.2012	14,27
11.09.2012	16,11
12.09.2012	15,59
13.09.2012	15,6
14.09.2012	13,82
17.09.2012	14,67
18.09.2012	14,51
19.09.2012	13,95
20.09.2012	14,63
21.09.2012	13,94
24.09.2012	15,06
25.09.2012	14,19
26.09.2012	15,83
27.09.2012	16,38
28.09.2012	15,23
01.10.2012	16,03
02.10.2012	15,85
03.10.2012	15,63
04.10.2012	15,23
05.10.2012	13,68
08.10.2012	15,19
09.10.2012	15,28
10.10.2012	16,52
11.10.2012	15,33
12.10.2012	15,41
15.10.2012	16,05
16.10.2012	14,84
17.10.2012	15,43
18.10.2012	15,25
19.10.2012	14,91
22.10.2012	17,44
23.10.2012	18,23
24.10.2012	18,22
25.10.2012	17,56
26.10.2012	18,03
31.10.2012	17,68
01.11.2012	17,77
02.11.2012	16,06
05.11.2012	18,33
06.11.2012	18,16
07.11.2012	17,72
08.11.2012	18,69
09.11.2012	18,8
12.11.2012	18,15
13.11.2012	17,36
14.11.2012	16,32
15.11.2012	17,74
16.11.2012	17,65
19.11.2012	15,88
20.11.2012	15,11
21.11.2012	14,96
23.11.2012	15
26.11.2012	15,63
27.11.2012	15,3
28.11.2012	16,43
29.11.2012	15,21
30.11.2012	15,26
03.12.2012	15,81
04.12.2012	16,66
05.12.2012	16,95
06.12.2012	16,59
07.12.2012	16,12
10.12.2012	16,47
11.12.2012	15,94
12.12.2012	15,6
13.12.2012	15,87
14.12.2012	16,68
17.12.2012	17,2
18.12.2012	16,39
19.12.2012	16,05
20.12.2012	17,26
21.12.2012	19,85
24.12.2012	18,46
26.12.2012	18,71
27.12.2012	19,39
28.12.2012	20,32
31.12.2012	22,14
02.01.2013	15,24
03.01.2013	14,77
04.01.2013	14,23
07.01.2013	14,53
08.01.2013	13,88
09.01.2013	13,32
10.01.2013	13,33
11.01.2013	13,55
14.01.2013	13,66
15.01.2013	13,97
16.01.2013	13,7
17.01.2013	13,45
18.01.2013	13,52
22.01.2013	13,28
23.01.2013	12,67
24.01.2013	12,73
25.01.2013	12,63
28.01.2013	13,29
29.01.2013	13,87
30.01.2013	13,64
31.01.2013	14,43
01.02.2013	13,37
04.02.2013	14
05.02.2013	14,21
06.02.2013	14,06
07.02.2013	13,47
08.02.2013	13,2
11.02.2013	13,37
12.02.2013	12,82
13.02.2013	12,88
14.02.2013	13,3
15.02.2013	12,47
19.02.2013	12,81
20.02.2013	12,32
21.02.2013	14,68
22.02.2013	14,6
25.02.2013	13,69
26.02.2013	17,5
27.02.2013	16,57
28.02.2013	15
01.03.2013	16,1
04.03.2013	16,16
05.03.2013	13,44
06.03.2013	13,18
07.03.2013	13,45
08.03.2013	12,67
11.03.2013	12,31
12.03.2013	11,79
13.03.2013	12,18
14.03.2013	11,7
15.03.2013	11,52
18.03.2013	13,47
19.03.2013	13,03
20.03.2013	13,18
21.03.2013	13,07
22.03.2013	13,34
25.03.2013	12,85
26.03.2013	12,95
27.03.2013	13,72
28.03.2013	12,91
01.04.2013	13,46
02.04.2013	13,11
03.04.2013	12,65
04.04.2013	14,1
05.04.2013	15,64
08.04.2013	14,04
09.04.2013	13,11
10.04.2013	12,66
11.04.2013	12,55
12.04.2013	12,61
15.04.2013	13,12
16.04.2013	14,72
17.04.2013	15,35
18.04.2013	16,34
19.04.2013	16,67
22.04.2013	15,08
23.04.2013	13,81
24.04.2013	13,57
25.04.2013	13,61
26.04.2013	13,94
29.04.2013	13,72
30.04.2013	13,71
01.05.2013	13,88
02.05.2013	14,48
03.05.2013	12,92
06.05.2013	13,06
07.05.2013	12,63
08.05.2013	12,87
09.05.2013	12,91
10.05.2013	13,08
13.05.2013	12,57
14.05.2013	12,61
15.05.2013	12,98
16.05.2013	13,07
17.05.2013	12,73
20.05.2013	13,28
21.05.2013	13,08
22.05.2013	13,45
23.05.2013	14,94
24.05.2013	14,59
28.05.2013	13,67
29.05.2013	15,3
30.05.2013	14,9
31.05.2013	15,02
03.06.2013	16,4
04.06.2013	16,16
05.06.2013	16,86
06.06.2013	17,7
07.06.2013	15,9
10.06.2013	15,16
11.06.2013	16,91
12.06.2013	16,51
13.06.2013	18,38
14.06.2013	16,63
17.06.2013	16,53
18.06.2013	16,81
19.06.2013	16,89
20.06.2013	18,4
21.06.2013	18,97
24.06.2013	20,87
25.06.2013	18,65
26.06.2013	17,23
27.06.2013	16,6
28.06.2013	17,25
01.07.2013	16,9
02.07.2013	16,49
03.07.2013	17,22
05.07.2013	15,59
08.07.2013	14,66
09.07.2013	14,33
10.07.2013	14,46
11.07.2013	13,57
12.07.2013	13,9
15.07.2013	13,98
16.07.2013	13,78
17.07.2013	14,2
18.07.2013	13,63
19.07.2013	13,89
22.07.2013	13,23
23.07.2013	12,15
24.07.2013	12,69
25.07.2013	13,47
26.07.2013	13,41
29.07.2013	13,54
30.07.2013	13,45
31.07.2013	13,55
01.08.2013	12,89
02.08.2013	12,66
05.08.2013	12,29
06.08.2013	12,19
07.08.2013	13,17
08.08.2013	12,5
09.08.2013	12,88
12.08.2013	13,52
13.08.2013	12,86
14.08.2013	12,48
15.08.2013	14,14
16.08.2013	14,56
19.08.2013	14,94
20.08.2013	15,22
21.08.2013	16
22.08.2013	15,26
23.08.2013	14,29
26.08.2013	14,37
27.08.2013	16,56
28.08.2013	16,96
29.08.2013	16,79
30.08.2013	16,75
03.09.2013	16,47
04.09.2013	16,88
05.09.2013	16,12
06.09.2013	15,35
09.09.2013	15,86
10.09.2013	14,89
11.09.2013	14,74
12.09.2013	13,93
13.09.2013	14,27
16.09.2013	14,1
17.09.2013	14,44
18.09.2013	14,68
19.09.2013	13,02
20.09.2013	13,3
23.09.2013	14,04
24.09.2013	14,17
25.09.2013	14,24
26.09.2013	13,8
27.09.2013	14,62
30.09.2013	17,49
01.10.2013	16,31
02.10.2013	16,4
03.10.2013	16,63
04.10.2013	17,72
07.10.2013	18,76
08.10.2013	19,01
09.10.2013	20,19
10.10.2013	17,66
11.10.2013	16,31
14.10.2013	17,08
15.10.2013	16,41
16.10.2013	17,14
17.10.2013	14,52
18.10.2013	12,86
21.10.2013	13,34
22.10.2013	12,99
23.10.2013	13,71
24.10.2013	13,5
25.10.2013	13,16
28.10.2013	13,62
29.10.2013	13,25
30.10.2013	13,72
31.10.2013	13,83
01.11.2013	13,46
04.11.2013	13,35
05.11.2013	13,22
06.11.2013	13,01
07.11.2013	12,99
08.11.2013	13,76
11.11.2013	12,85
12.11.2013	12,8
13.11.2013	13,35
14.11.2013	12,8
15.11.2013	12,12
18.11.2013	12,41
19.11.2013	13,03
20.11.2013	13,56
21.11.2013	13,09
22.11.2013	12,69
25.11.2013	12,55
26.11.2013	12,84
27.11.2013	12,81
29.11.2013	13,06
02.12.2013	13,91
03.12.2013	14,74
04.12.2013	15,03
05.12.2013	14,82
06.12.2013	13,97
09.12.2013	13,97
10.12.2013	14,14
11.12.2013	13,98
12.12.2013	15,44
13.12.2013	15,17
16.12.2013	15,64
17.12.2013	16,04
18.12.2013	15,95
19.12.2013	13,59
20.12.2013	13,61
23.12.2013	13,37
24.12.2013	12,85
26.12.2013	12,48
27.12.2013	12,21
30.12.2013	12,87
31.12.2013	13,43
02.01.2014	14,32
03.01.2014	14,06
06.01.2014	13,41
07.01.2014	12,38
08.01.2014	13,04
09.01.2014	12,83
10.01.2014	12,6
13.01.2014	12,18
14.01.2014	12,89
15.01.2014	12,15
16.01.2014	12,32
17.01.2014	12,34
21.01.2014	12,63
22.01.2014	12,57
23.01.2014	13,67
24.01.2014	14,95
27.01.2014	17,29
28.01.2014	17,27
29.01.2014	17,95
30.01.2014	16,37
31.01.2014	18,71
03.02.2014	18,57
04.02.2014	19,99
05.02.2014	19,59
06.02.2014	19,09
07.02.2014	16,15
10.02.2014	15,63
11.02.2014	15,29
12.02.2014	14,31
